Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID,intent,query,response,Priority_Level,Resolution_Status,Customer_Satisfaction_Score,Agent_ID,Resolution_Time_Hours,Category,Channel_Rating,Follow_up_Required
2023-11-13 10:41:12.974594920,Debit Card,Basic,Card Block,Chat,I faced discrimination at your branch,Yes,XYZ Financial,GA,97050,None,Yes,Phone,2023-11-13 10:41:12.974594920,Closed with explanation,Yes,Yes,COMP_003112,complaint_management,I faced discrimination at your branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_040,17.964115710397923,Complaint Management,1,No
2023-11-13 15:56:38.359671936,Car Loan,Standard,Fees,Phone Call,"My card was damaged, need a replacement",No,National Bank,NC,20955,Student,Yes,Web,2023-11-13 15:56:38.359671936,Closed,Yes,No,COMP_003113,card_management,"My card was damaged, need a replacement",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Escalated,1,AGT_080,19.84992823229794,Card Management,5,Yes
2023-11-13 21:12:03.744748944,Current Account,Gold,Card Unblock,Email,The staff was very rude to me This is the third time I'm calling.,Yes,XYZ Financial,FL,99962,None,Yes,Web,2023-11-14 21:12:03.744748944,Closed with explanation,Yes,No,COMP_003114,complaint_management,The staff was very rude to me This is the third time I'm calling.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,5,AGT_065,66.01953358836953,Complaint Management,2,No
2023-11-14 02:27:29.129825960,Current Account,MasterCard,Card Unblock,Chat,Need balance information for my savings account,Yes,XYZ Financial,TX,76322,Student,Yes,Web,2023-11-15 02:27:29.129825960,Closed with explanation,Yes,No,COMP_003115,balance_inquiry,Need balance information for my savings account,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Resolved,1,AGT_052,25.216460185540015,Balance Inquiry,5,No
2023-11-14 07:42:54.514902976,Savings Account,Premium,Bill Payment,ATM Issue,"My card was damaged, need a replacement I'm very frustrated.",Yes,Regional Credit Union,FL,48635,None,Yes,Web,2023-11-14 07:42:54.514902976,Closed with explanation,No,Yes,COMP_003116,card_management,"My card was damaged, need a replacement I'm very frustrated.",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Resolved,3,AGT_052,58.72039053606185,Card Management,2,No
2023-11-14 12:58:19.899979992,Credit Card,MasterCard,Card Block,ATM Issue,Having trouble with online bill payment,Yes,ABC Bank,GA,31318,Military,No,Phone,2023-11-16 12:58:19.899979992,Closed with explanation,Yes,Yes,COMP_003117,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Pending,3,AGT_068,7.374259532073278,Bill Payments,3,No
2023-11-14 18:13:45.285057008,Home Loan,MasterCard,Account Access,Email,Can you help me with loan restructuring,Yes,XYZ Financial,TX,88079,None,Yes,Web,2023-11-16 18:13:45.285057008,Closed with explanation,Yes,No,COMP_003118,loan_assistance,Can you help me with loan restructuring,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Pending,4,AGT_081,15.026769715156568,Loan Assistance,3,No
2023-11-14 23:29:10.670134024,Personal Loan,Visa,Balance Inquiry,Email,"My card was damaged, need a replacement",No,National Bank,FL,79591,Student,Yes,Phone,2023-11-15 23:29:10.670134024,In progress,Yes,Yes,COMP_003119,card_management,"My card was damaged, need a replacement",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Pending,1,AGT_019,6.174179514829606,Card Management,2,No
2023-11-15 04:44:36.055211040,Car Loan,Visa,Card Block,ATM Issue,Unable to pay my credit card bill online,Yes,ABC Bank,NC,40550,None,Yes,Phone,2023-11-17 04:44:36.055211040,Closed,Yes,No,COMP_003120,bill_payments,Unable to pay my credit card bill online,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Pending,5,AGT_002,11.483970121383079,Bill Payments,4,No
2023-11-15 10:00:01.440288056,Car Loan,Basic,Balance Inquiry,Email,I want to apply for a personal loan,No,National Bank,CA,38543,None,Yes,Phone,2023-11-15 10:00:01.440288056,Closed with explanation,Yes,No,COMP_003121,loan_assistance,I want to apply for a personal loan,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_078,16.498280652863592,Loan Assistance,2,No
2023-11-15 15:15:26.825365072,Current Account,Rupay,Card Block,Email,Want to know my outstanding loan amount,Yes,XYZ Financial,TX,11435,Student,Yes,Phone,2023-11-16 15:15:26.825365072,Closed with explanation,Yes,No,COMP_003122,loan_assistance,Want to know my outstanding loan amount,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_073,0.47569068035671536,Loan Assistance,2,Yes
2023-11-15 20:30:52.210442088,Current Account,Basic,Interest Rate,Email,Need to report my stolen credit card Please help me quickly.,No,National Bank,IL,88227,Student,Yes,Email,2023-11-15 20:30:52.210442088,Closed,Yes,No,COMP_003123,card_management,Need to report my stolen credit card Please help me quickly.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_060,10.225269513124575,Card Management,2,Yes
2023-11-16 01:46:17.595519104,Personal Loan,Basic,Card Unblock,Mobile App,My payment was successful but not updated,No,Digital Bank Corp,NY,17172,None,Yes,Web,2023-11-16 01:46:17.595519104,Closed with explanation,Yes,No,COMP_003124,bill_payments,My payment was successful but not updated,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Pending,1,AGT_027,58.797866937297364,Bill Payments,1,No
2023-11-16 07:01:42.980596120,Savings Account,Standard,Transaction Dispute,Phone Call,I want to know my current account balance,Yes,Regional Credit Union,NC,74510,Student,No,Web,2023-11-16 07:01:42.980596120,Closed,Yes,No,COMP_003125,balance_inquiry,I want to know my current account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_015,49.212723690303555,Balance Inquiry,3,Yes
2023-11-16 12:17:08.365673136,Debit Card,Standard,Lost Card,Online Issue,Need assistance with mobile recharge I'm very frustrated.,Yes,Regional Credit Union,IL,57623,Student,Yes,Mobile App,2023-11-16 12:17:08.365673136,Closed with explanation,Yes,No,COMP_003126,bill_payments,Need assistance with mobile recharge I'm very frustrated.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_069,5.158167189937922,Bill Payments,2,Yes
2023-11-16 17:32:33.750750144,Debit Card,MasterCard,Balance Inquiry,Chat,My payment was successful but not updated Please help me quickly.,Yes,XYZ Financial,PA,49201,Student,Yes,Email,2023-11-16 17:32:33.750750144,Closed,No,No,COMP_003127,bill_payments,My payment was successful but not updated Please help me quickly.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Pending,1,AGT_001,0.9585912029267968,Bill Payments,3,No
2023-11-16 22:47:59.135827160,Savings Account,Platinum,Interest Rate,Chat,I had a bad experience at the branch,No,ABC Bank,PA,37799,None,Yes,Web,2023-11-18 22:47:59.135827160,Closed,Yes,No,COMP_003128,complaint_management,I had a bad experience at the branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Pending,2,AGT_072,0.9789183623677442,Complaint Management,1,No
2023-11-17 04:03:24.520904176,Car Loan,MasterCard,Card Block,Phone Call,Having trouble with online bill payment,No,Digital Bank Corp,TX,29785,None,Yes,Email,2023-11-19 04:03:24.520904176,Closed,Yes,No,COMP_003129,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Pending,5,AGT_079,12.709393124191001,Bill Payments,1,Yes
2023-11-17 09:18:49.905981192,Credit Card,Platinum,Card Block,Mobile App,Need help calculating my loan interest Please help me quickly.,Yes,ABC Bank,IL,47689,None,Yes,Mobile App,2023-11-19 09:18:49.905981192,Closed with explanation,Yes,No,COMP_003130,loan_assistance,Need help calculating my loan interest Please help me quickly.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Resolved,2,AGT_071,7.466400041277298,Loan Assistance,1,No
2023-11-17 14:34:15.291058208,Personal Loan,Basic,Card Unblock,Phone Call,I need information about my home loan,Yes,Digital Bank Corp,GA,85360,None,Yes,Phone,2023-11-19 14:34:15.291058208,In progress,Yes,Yes,COMP_003131,loan_assistance,I need information about my home loan,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_005,9.01367642953469,Loan Assistance,1,No
2023-11-17 19:49:40.676135224,Credit Card,Standard,Transaction Dispute,Branch Visit,Need help calculating my loan interest,Yes,Digital Bank Corp,NY,18782,None,Yes,Email,2023-11-17 19:49:40.676135224,Closed with explanation,Yes,No,COMP_003132,loan_assistance,Need help calculating my loan interest,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_022,191.46406053099236,Loan Assistance,1,Yes
2023-11-18 01:05:06.061212240,Savings Account,Visa,Loan Payment,Online Issue,I need to activate my new credit card,Yes,Digital Bank Corp,NY,49925,Student,Yes,Phone,2023-11-19 01:05:06.061212240,Closed with explanation,Yes,No,COMP_003133,card_management,I need to activate my new credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Escalated,5,AGT_029,33.692103015117354,Card Management,1,No
2023-11-18 06:20:31.446289256,Car Loan,Platinum,Transaction Dispute,Chat,Need help with card activation process Please help me quickly.,Yes,Regional Credit Union,GA,85403,None,No,Mobile App,2023-11-18 06:20:31.446289256,Closed with explanation,Yes,No,COMP_003134,card_management,Need help with card activation process Please help me quickly.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Escalated,4,AGT_013,8.277482965100045,Card Management,2,No
2023-11-18 11:35:56.831366272,Credit Card,Visa,Lost Card,Online Issue,I need to activate my new credit card This is urgent.,Yes,Regional Credit Union,NC,89347,Student,Yes,Web,2023-11-19 11:35:56.831366272,Closed with explanation,Yes,No,COMP_003135,card_management,I need to activate my new credit card This is urgent.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Pending,4,AGT_026,6.021912858472406,Card Management,1,No
2023-11-18 16:51:22.216443288,Personal Loan,Platinum,Bill Payment,Online Issue,Need reminder for upcoming bill payment This is urgent.,Yes,Digital Bank Corp,NY,21637,None,No,Email,2023-11-19 16:51:22.216443288,Closed with explanation,Yes,No,COMP_003136,bill_payments,Need reminder for upcoming bill payment This is urgent.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_054,41.83289762481226,Bill Payments,4,No
2023-11-18 22:06:47.601520304,Fixed Deposit,Platinum,Interest Rate,Branch Visit,Please block my card as it's been stolen I'm very frustrated.,No,Regional Credit Union,FL,53046,None,Yes,Web,2023-11-20 22:06:47.601520304,Closed with explanation,Yes,No,COMP_003137,card_management,Please block my card as it's been stolen I'm very frustrated.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_013,140.8665357589868,Card Management,3,Yes
2023-11-19 03:22:12.986597320,Car Loan,Gold,Account Access,Phone Call,What's my remaining loan tenure,Yes,Regional Credit Union,NY,37932,None,Yes,Phone,2023-11-21 03:22:12.986597320,Closed with explanation,Yes,No,COMP_003138,loan_assistance,What's my remaining loan tenure,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_026,47.58302436385029,Loan Assistance,5,No
2023-11-19 08:37:38.371674336,Fixed Deposit,Gold,Transaction Dispute,Online Issue,Want to file a complaint about poor service,Yes,Regional Credit Union,TX,33702,Student,Yes,Email,2023-11-20 08:37:38.371674336,Closed,Yes,No,COMP_003139,complaint_management,Want to file a complaint about poor service,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,5,AGT_075,6.708119125915944,Complaint Management,1,No
2023-11-19 13:53:03.756751344,Debit Card,Basic,Lost Card,Email,The staff was very rude to me,No,National Bank,NC,46694,None,Yes,Web,2023-11-19 13:53:03.756751344,Closed with explanation,Yes,Yes,COMP_003140,complaint_management,The staff was very rude to me,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_087,2.3041438337742495,Complaint Management,4,No
2023-11-19 19:08:29.141828360,Fixed Deposit,Rupay,Bill Payment,Online Issue,Need assistance with loan prepayment I'm very frustrated.,Yes,Regional Credit Union,CA,47822,Older American,Yes,Mobile App,2023-11-19 19:08:29.141828360,Closed,Yes,Yes,COMP_003141,loan_assistance,Need assistance with loan prepayment I'm very frustrated.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_095,25.940934508546988,Loan Assistance,5,No
2023-11-20 00:23:54.526905376,Savings Account,Platinum,Card Block,ATM Issue,My payment was successful but not updated,Yes,ABC Bank,MI,64285,Older American,Yes,Phone,2023-11-20 00:23:54.526905376,Closed with explanation,Yes,No,COMP_003142,bill_payments,My payment was successful but not updated,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_023,27.212009457205276,Bill Payments,2,No
2023-11-20 05:39:19.911982392,Credit Card,Premium,Account Access,Branch Visit,Please block my card as it's been stolen,Yes,National Bank,FL,80840,None,Yes,Web,2023-11-22 05:39:19.911982392,Closed with explanation,Yes,No,COMP_003143,card_management,Please block my card as it's been stolen,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_098,10.12609507661476,Card Management,2,Yes
2023-11-20 10:54:45.297059408,Car Loan,Visa,Card Unblock,Online Issue,My bill payment is not reflecting in the system This is the third time I'm calling.,Yes,ABC Bank,FL,20602,None,No,Mobile App,2023-11-22 10:54:45.297059408,Closed with explanation,Yes,Yes,COMP_003144,bill_payments,My bill payment is not reflecting in the system This is the third time I'm calling.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Pending,4,AGT_088,10.406780864362599,Bill Payments,2,No
2023-11-20 16:10:10.682136424,Car Loan,Basic,Card Block,Mobile App,Payment failed but amount was debited,No,National Bank,NY,16429,None,Yes,Web,2023-11-20 16:10:10.682136424,Closed,Yes,No,COMP_003145,bill_payments,Payment failed but amount was debited,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,5,AGT_003,16.605239431560925,Bill Payments,2,Yes
2023-11-20 21:25:36.067213440,Savings Account,Premium,Balance Inquiry,Phone Call,Need to report my stolen credit card,Yes,Regional Credit Union,NY,99152,None,No,Web,2023-11-21 21:25:36.067213440,Closed with explanation,Yes,No,COMP_003146,card_management,Need to report my stolen credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Escalated,1,AGT_074,2.6161360661165896,Card Management,2,No
2023-11-21 02:41:01.452290456,Home Loan,MasterCard,Lost Card,Email,Want to file a formal complaint,Yes,ABC Bank,OH,61600,None,Yes,Web,2023-11-21 02:41:01.452290456,Closed,No,No,COMP_003147,complaint_management,Want to file a formal complaint,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_076,19.350449791296228,Complaint Management,1,Yes
2023-11-21 07:56:26.837367472,Home Loan,MasterCard,Card Block,Phone Call,Need help calculating my loan interest,Yes,Regional Credit Union,GA,29413,Older American,Yes,Web,2023-11-21 07:56:26.837367472,Closed with explanation,No,No,COMP_003148,loan_assistance,Need help calculating my loan interest,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Pending,3,AGT_085,85.44776886611199,Loan Assistance,4,Yes
2023-11-21 13:11:52.222444488,Debit Card,Premium,Card Unblock,ATM Issue,Need help with card activation process This is the third time I'm calling.,Yes,XYZ Financial,FL,65486,None,Yes,Phone,2023-11-22 13:11:52.222444488,Closed with explanation,Yes,No,COMP_003149,card_management,Need help with card activation process This is the third time I'm calling.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,1,AGT_040,14.861756763824737,Card Management,4,No
2023-11-21 18:27:17.607521504,Home Loan,Platinum,Lost Card,Chat,Want to schedule recurring payments,Yes,Regional Credit Union,TX,26336,None,Yes,Phone,2023-11-21 18:27:17.607521504,Closed with explanation,Yes,No,COMP_003150,bill_payments,Want to schedule recurring payments,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Pending,4,AGT_040,7.260411188153097,Bill Payments,5,No
2023-11-21 23:42:42.992598520,Current Account,Basic,Account Access,Email,"My card was damaged, need a replacement",No,Regional Credit Union,GA,93509,None,No,Phone,2023-11-23 23:42:42.992598520,Closed,Yes,No,COMP_003151,card_management,"My card was damaged, need a replacement",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Pending,2,AGT_033,1.1369757888661047,Card Management,5,No
2023-11-22 04:58:08.377675536,Home Loan,Platinum,Card Block,Chat,I faced discrimination at your branch This is the third time I'm calling.,Yes,Regional Credit Union,GA,81460,None,Yes,Web,2023-11-22 04:58:08.377675536,Closed,No,Yes,COMP_003152,complaint_management,I faced discrimination at your branch This is the third time I'm calling.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_028,4.731975994380804,Complaint Management,5,No
2023-11-22 10:13:33.762752552,Car Loan,Basic,Transaction Dispute,Branch Visit,Payment failed but amount was debited This is the third time I'm calling.,No,National Bank,NC,50592,None,Yes,Phone,2023-11-22 10:13:33.762752552,Closed with explanation,Yes,No,COMP_003153,bill_payments,Payment failed but amount was debited This is the third time I'm calling.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_086,6.837193801420991,Bill Payments,1,No
2023-11-22 15:28:59.147829560,Car Loan,Standard,Bill Payment,Chat,I need help with my loan EMI payment This is the third time I'm calling.,Yes,XYZ Financial,IL,80606,None,Yes,Web,2023-11-23 15:28:59.147829560,In progress,Yes,No,COMP_003154,loan_assistance,I need help with my loan EMI payment This is the third time I'm calling.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_019,11.832224208790606,Loan Assistance,2,Yes
2023-11-22 20:44:24.532906576,Savings Account,Platinum,Card Unblock,Email,What's my remaining loan tenure This is the third time I'm calling.,No,XYZ Financial,FL,66101,None,Yes,Email,2023-11-22 20:44:24.532906576,Closed with explanation,Yes,No,COMP_003155,loan_assistance,What's my remaining loan tenure This is the third time I'm calling.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Escalated,1,AGT_086,35.72552963664184,Loan Assistance,3,No
2023-11-23 01:59:49.917983592,Savings Account,Rupay,Bill Payment,Email,Need help with card activation process,Yes,Regional Credit Union,MI,93183,Older American,Yes,Phone,2023-11-24 01:59:49.917983592,Closed with explanation,Yes,No,COMP_003156,card_management,Need help with card activation process,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_046,5.579479655154496,Card Management,4,No
2023-11-23 07:15:15.303060608,Home Loan,Platinum,Balance Inquiry,Online Issue,Want to file a formal complaint,No,XYZ Financial,FL,15749,None,No,Web,2023-11-25 07:15:15.303060608,Closed with explanation,Yes,No,COMP_003157,complaint_management,Want to file a formal complaint,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_050,20.903924193080076,Complaint Management,3,Yes
2023-11-23 12:30:40.688137624,Debit Card,Basic,Bill Payment,Branch Visit,My bill payment is not reflecting in the system,Yes,Digital Bank Corp,GA,75154,None,Yes,Phone,2023-11-25 12:30:40.688137624,Closed with explanation,Yes,No,COMP_003158,bill_payments,My bill payment is not reflecting in the system,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,2,AGT_004,20.752698462373424,Bill Payments,4,No
2023-11-23 17:46:06.073214640,Debit Card,Platinum,Account Access,Chat,I need information about my home loan,Yes,ABC Bank,OH,53082,Military,No,Web,2023-11-25 17:46:06.073214640,Closed with explanation,Yes,No,COMP_003159,loan_assistance,I need information about my home loan,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Escalated,5,AGT_097,28.17941080506985,Loan Assistance,4,No
2023-11-23 23:01:31.458291656,Home Loan,Standard,Loan Payment,Phone Call,Having trouble with online bill payment,Yes,XYZ Financial,NC,11073,None,Yes,Mobile App,2023-11-23 23:01:31.458291656,Closed with explanation,Yes,No,COMP_003160,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,3,AGT_050,6.836031557721219,Bill Payments,1,No
2023-11-24 04:16:56.843368672,Credit Card,Gold,Card Block,Mobile App,Can you help me pay my utility bills This is the third time I'm calling.,Yes,Regional Credit Union,FL,58657,Student,Yes,Phone,2023-11-25 04:16:56.843368672,Closed with explanation,Yes,No,COMP_003161,bill_payments,Can you help me pay my utility bills This is the third time I'm calling.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,3,AGT_005,35.75261700295371,Bill Payments,3,No
2023-11-24 09:32:22.228445688,Current Account,Premium,Bill Payment,Phone Call,I need to check my account balance but cannot access online banking This is the third time I'm calling.,No,National Bank,NY,62381,Older American,Yes,Phone,2023-11-24 09:32:22.228445688,Closed,No,Yes,COMP_003162,balance_inquiry,I need to check my account balance but cannot access online banking This is the third time I'm calling.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,2,AGT_091,46.81848758206021,Balance Inquiry,1,No
2023-11-24 14:47:47.613522704,Car Loan,Basic,Fees,Phone Call,Need help calculating my loan interest,Yes,Regional Credit Union,GA,15373,Student,Yes,Email,2023-11-24 14:47:47.613522704,Closed with explanation,Yes,No,COMP_003163,loan_assistance,Need help calculating my loan interest,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,2,AGT_031,10.48075483481207,Loan Assistance,2,Yes
2023-11-24 20:03:12.998599720,Credit Card,MasterCard,Card Block,Branch Visit,I need to activate my new credit card,Yes,Digital Bank Corp,OH,24614,None,No,Phone,2023-11-24 20:03:12.998599720,Closed with explanation,Yes,No,COMP_003164,card_management,I need to activate my new credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Escalated,1,AGT_092,33.129978627897955,Card Management,2,No
2023-11-25 01:18:38.383676736,Fixed Deposit,Premium,Balance Inquiry,Chat,"My debit card is not working, please help This is urgent.",Yes,XYZ Financial,CA,82300,None,Yes,Email,2023-11-27 01:18:38.383676736,Closed,Yes,No,COMP_003165,card_management,"My debit card is not working, please help This is urgent.",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,1,AGT_069,19.127047938930534,Card Management,2,No
2023-11-25 06:34:03.768753752,Home Loan,Standard,Bill Payment,Email,The customer service was very poor,Yes,National Bank,OH,25719,Older American,Yes,Email,2023-11-26 06:34:03.768753752,Closed with explanation,Yes,No,COMP_003166,complaint_management,The customer service was very poor,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_023,11.64530331625097,Complaint Management,3,Yes
2023-11-25 11:49:29.153830760,Savings Account,Standard,Lost Card,Phone Call,Having trouble with online bill payment,Yes,ABC Bank,TX,32503,Student,Yes,Mobile App,2023-11-27 11:49:29.153830760,Closed with explanation,Yes,No,COMP_003167,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,5,AGT_012,1.4733528600994945,Bill Payments,2,Yes
2023-11-25 17:04:54.538907776,Credit Card,Platinum,Card Unblock,Branch Visit,I had a bad experience at the branch I've been waiting for days.,Yes,Digital Bank Corp,FL,61199,Military,Yes,Phone,2023-11-26 17:04:54.538907776,Closed with explanation,Yes,No,COMP_003168,complaint_management,I had a bad experience at the branch I've been waiting for days.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Pending,5,AGT_059,42.80156112978944,Complaint Management,5,Yes
2023-11-25 22:20:19.923984792,Car Loan,MasterCard,Card Block,Phone Call,Need balance information for my savings account I'm very frustrated.,Yes,Digital Bank Corp,GA,83242,None,No,Web,2023-11-27 22:20:19.923984792,Closed with explanation,Yes,No,COMP_003169,balance_inquiry,Need balance information for my savings account I'm very frustrated.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_060,3.9020403283948215,Balance Inquiry,1,No
2023-11-26 03:35:45.309061808,Savings Account,Platinum,Card Block,Chat,Can you help me with loan restructuring,Yes,National Bank,GA,94202,None,Yes,Web,2023-11-27 03:35:45.309061808,Closed with explanation,Yes,No,COMP_003170,loan_assistance,Can you help me with loan restructuring,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,4,AGT_041,27.65955187949111,Loan Assistance,3,Yes
2023-11-26 08:51:10.694138824,Credit Card,Premium,Card Unblock,Branch Visit,I want to know my current account balance,Yes,Regional Credit Union,NC,55138,Student,Yes,Web,2023-11-27 08:51:10.694138824,Closed with explanation,Yes,No,COMP_003171,balance_inquiry,I want to know my current account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Resolved,4,AGT_048,20.66767328949533,Balance Inquiry,1,No
2023-11-26 14:06:36.079215840,Current Account,Gold,Transaction Dispute,Email,My card is lost and I need to block it immediately,No,National Bank,CA,27889,Student,No,Mobile App,2023-11-27 14:06:36.079215840,Closed with explanation,Yes,No,COMP_003172,card_management,My card is lost and I need to block it immediately,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_077,11.547952682554614,Card Management,3,No
2023-11-26 19:22:01.464292856,Savings Account,Platinum,Card Block,Email,Unable to see my current balance on mobile app,Yes,XYZ Financial,OH,46927,None,Yes,Web,2023-11-27 19:22:01.464292856,Closed,Yes,No,COMP_003173,balance_inquiry,Unable to see my current balance on mobile app,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,4,AGT_035,0.21842838707165924,Balance Inquiry,2,No
2023-11-27 00:37:26.849369872,Savings Account,Gold,Lost Card,Online Issue,I am not satisfied with the previous resolution,Yes,Digital Bank Corp,NC,74195,None,No,Phone,2023-11-27 00:37:26.849369872,In progress,No,No,COMP_003174,complaint_management,I am not satisfied with the previous resolution,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Pending,5,AGT_081,68.26236074389989,Complaint Management,1,No
2023-11-27 05:52:52.234446888,Credit Card,Visa,Fees,Online Issue,The staff was very rude to me,No,Regional Credit Union,IL,55810,None,Yes,Web,2023-11-28 05:52:52.234446888,Closed with explanation,Yes,No,COMP_003175,complaint_management,The staff was very rude to me,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,2,AGT_007,25.155590969631206,Complaint Management,4,Yes
2023-11-27 11:08:17.619523904,Credit Card,MasterCard,Card Unblock,Phone Call,How much money do I have in my account,Yes,Regional Credit Union,CA,20754,Older American,Yes,Mobile App,2023-11-27 11:08:17.619523904,Closed with explanation,Yes,No,COMP_003176,balance_inquiry,How much money do I have in my account,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_006,32.56141022554296,Balance Inquiry,4,No
2023-11-27 16:23:43.004600920,Home Loan,Premium,Loan Payment,ATM Issue,I need to verify my account balance,Yes,National Bank,TX,65456,None,Yes,Phone,2023-11-27 16:23:43.004600920,Closed with explanation,Yes,Yes,COMP_003177,balance_inquiry,I need to verify my account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_054,1.4110274354034456,Balance Inquiry,1,No
